"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",36006,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",39704,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",42661,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",46711,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",54075,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",58986,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",55649,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",57723,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",59842,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",59826,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",63696,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",65717,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",65371,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",59839,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",65441,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",72603,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",77334,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",80357,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",81891,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",80584,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",87915,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",91123,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",99312,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",100788,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",104217,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",106195,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",110255,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",119619,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",125587,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",127963,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",133568,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",137534,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",150513,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",160580,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",168700,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",183944,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",189425,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",198961,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",218684,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",237163,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",258624,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",261420,"E"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",290570,"E"
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",319000,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",367700,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",401600,
"AUS","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",413490,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1970",24808,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",26530,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",26977,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",30391.8984,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",33482.49637,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",31445.09333,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",33881.03859,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",36833.01364,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",38027.42593,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",43753.53306,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",47181.10576,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",51440.00883,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",55075.24846,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",55109.0671,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",62296.27099,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",67915.57538,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",71704.26217,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",73675.04234,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",80724.48735,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",84285.95794,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",87893.98953,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",85335.02635,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",85227.53359,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",90032.31449,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",94123.21224,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",101382.3455,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",107403.1838,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",113423.7766,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",119344.6203,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",125015.7931,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",132617.9873,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",134863.6412,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",142523.2359,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",148905.7673,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",156172.8289,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",162388.418,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",168724.3692,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",177105.1164,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",183099.5813,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",181866.5821,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",185359.7938,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",191233.7971,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",196511.2366,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",200593.7874,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",205465.4902,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",208300.5715,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",213940.3746,
"AUS","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",219900,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",9868,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",9763,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",9869,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",10348,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",11085,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",9378,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",10548,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",9888,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",9498,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",10698,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",11002,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",10318,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",10103,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",10230,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",11247,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",11903,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",11273,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",11114,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",11213,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",11849,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",12682,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",12864,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",12207,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",11798,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",13050,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",13715,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",13909,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",14199,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",14714,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",15039,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",16602,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",16895,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",17132,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",16869,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",17931,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",17064,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",20980,"B"
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",21371,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",21915,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",17767,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",19833,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",20345,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",19499,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",19564,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",20746,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",20814,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",21361,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",22256,
"AUT","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",21996.241,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1970",2864,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",3103,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",3513,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",4170,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",4522,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",4647,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",5400,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",6238,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",6632,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",7397,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",7931,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",8398,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",8883,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",9407,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",7899,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",7790,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",7809,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",7947,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",9092,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",9054,"E"
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",9015,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",9126,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",9099,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",9460,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",10479,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",14879,"B"
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",15458,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",15670,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",16118,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",16828,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",17153,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",17556,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",17827,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",18141,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",17379,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",16889,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",18846,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",18648,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",18160,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",16276,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",16539,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",16997,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",16143,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",15524,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",16605,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",17161,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",18091,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",18400,
"AUT","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2018",18594,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1970",7816,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1971",7328,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1972",7490,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1973",8183,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1974",9146,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1975",6757,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1976",6648,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1977",6485,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1978",7119,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1979",8535,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1980",7999,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1981",7528,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1982",6788,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1983",6870,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1984",7905,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1985",8254,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1986",7423,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1987",7266,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1988",7694,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1989",8049,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1990",8354,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1991",8187,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1992",8346,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1993",7581,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1994",8081,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1995",7287,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",7244,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",7465,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",7600,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",7392,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",7674,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",7080,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",7276,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",7293,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",7691,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",8042,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",8587,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",8148,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",8469,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",5947,
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",6264,"E"
"BEL","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",6698,"E"
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1970",13087,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",14328,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",15173,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",15961,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",17011,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",16521,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",15756,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",15650,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",16799,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",17382,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",18311,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",18765,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",19713,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",19821,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",21906,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",22106,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",23717,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",25152,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",28808,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",30394,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",32049,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",34106,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",36286,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",39820,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",46135,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",47136,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",42757,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",45879,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",42224,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",46878,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",51023,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",53158,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",53538,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",50542,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",47878,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",43846,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",43017,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",42085,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",38356,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",36174,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",35001,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",33107,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",32105,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",32795,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",31808,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",36077.00773,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",35578.6644,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",34218.71437,
"BEL","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2018",32684.47939,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1996",188606,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1997",206891,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1998",189158,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","1999",193321,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2000",207049,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",212960,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",203003,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",210364,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",230996,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",240993,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",241556,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",245534,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",236842,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",216287,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",240291.7852,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",248468.3852,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",256622.1152,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",258617.1905,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",277402.0278,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",282779.968,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",276159.3384,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",289909.8574,
"CAN","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2018",288303,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",65800,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",71500,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",72200,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",76700,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",82500,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",84700,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",87500,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",86900,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",89000,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",122744,"B"
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",131549,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",130613,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",130613,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",129380,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",118903,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",135294,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",136393,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",143043,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",143921,
"CAN","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",160561,
